,document_title,question_text,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,yes_no_answer
4260,['Structure of the Earth'],['name the four major layers of the earth in order'],: an outer silicate solid crust,", a highly viscous mantle",", a liquid outer core",and a solid inner core,: an outer silicate solid crust,", a highly viscous mantle",", a liquid outer core that is much less viscous than the mantle",and a solid inner core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4261,['Battle of the Hornburg'],"[""battle at helm's deep lord of the rings""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4262,['List of winners of the New York City Marathon'],['who won the marathon in new york city'],<Td> Geoffrey Kamworor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4263,['Margaret Avery'],['who played shug avery in the movie color purple'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4264,['Protein structure'],['how many levels of protein structure are there'],are four,are four,are four,are four,are four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4265,['List of NFL franchise post-season droughts'],['when is the last time the jaguars won a playoff game'],<Td> 2017,<Td> 2017,<Td> 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4266,['List of WTA number 1 ranked tennis players'],"[""who is ranked 1 in women's tennis""]",<Td> Simona Halep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4267,['West Highland White Terrier'],['what breed is the dog on the cesar commercial'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4268,['Education in Australia'],['what age does high school start in australia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4269,['Hosanna'],['what is the definition of the word hosanna'],`` save,", rescue",", savior","meaning `` save , rescue , savior ''",`` save,", rescue",", savior","`` save , rescue , savior",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4270,['On to the Next One'],['jay z on to the next one official video'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4271,['Wingdings'],['what is the difference between webdings and wingdings'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4272,['List of NBA teams by single season win percentage'],['who has the best nba record this season'],<Td> Houston Rockets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4273,['Scramble for Africa'],['what areas of africa were involved in colonization'],to almost 90 percent of the continent,almost 90 percent of the continent,"to almost 90 percent of the continent , with only Ethiopia ( Abyssinia ) , the Dervish state ( a portion of present - day Somalia ) and Liberia still being independent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4274,['American Pie (song)'],"[""don mclean's popular 1971 song american pie was inspired by what event""]","to the plane crash in 1959 which killed early rock and roll performers Buddy Holly , The Big Bopper , and Ritchie Valens","to the plane crash in 1959 which killed early rock and roll performers Buddy Holly , The Big Bopper , and Ritchie Valens","to the plane crash in 1959 which killed early rock and roll performers Buddy Holly , The Big Bopper , and Ritchie Valens","to the plane crash in 1959 which killed early rock and roll performers Buddy Holly , The Big Bopper , and Ritchie Valens","to the plane crash in 1959 which killed early rock and roll performers Buddy Holly , The Big Bopper , and Ritchie Valens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4275,['Isle of Wight'],['when did the isle of wight become an island'],<P> During the last Ice Age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4276,['James Stockdale'],['who am i what am i doing here'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4277,['Lunar phase'],['when do the different phases of the moon occur'],"instances when the Moon 's ecliptic longitude and the Sun 's ecliptic longitude differ by 0 ° , 90 ° , 180 ° , and 270 ° , respectively",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4278,['Law & Order: Special Victims Unit (season 13)'],['law and order svu season 13 episode 21 cast'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4279,"[""Destiny's Way""]",['star wars the new jedi order destiny way'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4280,['Federal government of the United States'],['u.s. information agency an outline of american government'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4281,['Washington metropolitan area'],['what part of maryland is close to washington dc'],The Washington metropolitan area,<Li> Calvert County,<Li> Charles County,<Li> Frederick County,<Li> Montgomery County,<Li> Prince George 's County,<Li> Calvert County,<Li> Charles County,<Li> Frederick County,<Li> Montgomery County,<Li> Prince George 's County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4282,['Eedo Rakam Aado Rakam'],['edo rakam ado rakam movie cast and crew'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4283,['Reformation Wall'],['only woman to have her name engraved on the reformation wall in geneva'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4284,['New York Giants'],['when was the last time giants won superbowl'],( 2011,( 2011,( 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4285,['Vietnam War'],['what is the purpose of the vietnam war'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4286,['Big Mouth (TV series)'],['who plays the voice of the hormone monster'],<Li> Nick Kroll,<Li> Nick Kroll,<Li> Nick Kroll,<Li> Nick Kroll,<Li> Nick Kroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4287,['Convergent boundary'],['where can you find convergent boundaries on earth'],<Li> The collision between the Eurasian Plate and the Indian Plate that is forming the Himalayas,<Li> The collision between the Australian Plate and the Pacific Plate that formed the Southern Alps in New Zealand,<Li> Subduction of the northern part of the Pacific Plate and the NW North American Plate that is forming the Aleutian Islands,<Li> Subduction of the Nazca Plate beneath the South American Plate to form the Andes,"<Li> Subduction of the Pacific Plate beneath the Australian Plate and Tonga Plate , forming the complex New Zealand to New Guinea subduction / transform boundaries",<Li> Collision of the Eurasian Plate and the African Plate formed the Pontic Mountains in Turkey,<Li> Mariana Trench,<Li> Subduction of the Juan de Fuca Plate beneath the North American Plate to form the Cascade Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4288,['Fire pump'],['when does a building need a fire pump'],when the local municipal water system can not provide sufficient pressure to meet the hydraulic design requirements of the fire sprinkler system,needed when the local municipal water system can not provide sufficient pressure to meet the hydraulic design requirements of the fire sprinkler system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4289,['Bureau of Land Management'],['1 the bureau of land management manages over acres of land in the united states'],than 247.3 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4290,['Zookeeper (film)'],['who plays the lion in the movie zookeeper'],<Li> Sylvester Stallone,( Sylvester Stallone,<Li> Sylvester Stallone,<Li> Sylvester Stallone,( Sylvester Stallone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4291,['Safety car'],['what is the speed of the nascar pace car'],at pit road speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4292,['Palpatine'],['what was the emperor name in star wars'],<P> Sheev Palpatine,: Darth Sidious,<P> Sheev Palpatine,<P> Sheev Palpatine,: Darth Sidious,"<P> Sheev Palpatine , ( colloquial : Darth Sidious and The Emperor )",<P> Sheev Palpatine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4293,"[""Fool (If You Think It's Over)""]","[""who is the original singer of fool if you think it's over""]",songwriter Chris Rea,songwriter Chris Rea,songwriter Chris Rea,songwriter Chris Rea,the British singer - songwriter Chris Rea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4294,['Nicola Walker'],['who played gillian in last tango in halifax'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4295,['Interferon'],['interferons alpha and beta are effective against viruses'],", IFN - α can be used to treat hepatitis B and C infections , while IFN - β can be used to treat multiple sclerosis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4296,['Casablanca (film)'],['who played the female lead in the 1942 film casablanca'],", Ingrid Bergman",", Ingrid Bergman",American romantic drama,<Li> Ingrid Bergman,", Ingrid Bergman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4297,['Hope Logan'],['where did hope on bold and beautiful go'],"in Milan , Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4298,"[""Captain America's shield""]",['where did they get the vibranium to make captain americas shield'],", King T'Chaka of the African nation Wakanda",nation Wakanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4299,['Texas Legislature'],['the texas constitution limits the size of the texas house to 200 members'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4300,['The Source (retailer)'],['when did radio shack change to the source'],", 2005","On April 26 , 2005",", 2005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4301,['Spain and the American Revolutionary War'],['which state was returned to spain after the revolutionary war'],West Florida,recovering Menorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4302,['Forrest Gump'],['who played forrest gumps mother in the 1994 film'],<Li> Sally Field,<Li> Sally Field,<Li> Sally Field,<Li> Sally Field,<Li> Sally Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4303,['Cigarette Smoking Man'],"[""when did we find out the smoking man was mulder's father""]",Later in the sixth season,. Later in the sixth season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4304,"['Portland, Maine']",['how long will it take me to get to portland oregon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4305,"[""He's Got the Whole World in His Hands""]","[""he's got the whole world in his hands history""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4306,['List of circuses and circus owners'],['how many circuses are there in the uk'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4307,['New York City water supply system'],['where does new york drinking water come from'],from the New Croton Reservoir in Westchester and Putnam counties,in the eastern Catskill Mountains,taps tributaries of the Delaware River in the western Catskill Mountains,the New Croton Reservoir in Westchester and Putnam counties,from two reservoirs in the eastern Catskill Mountains,taps tributaries of the Delaware River in the western Catskill Mountains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4308,"[""Grey's Anatomy""]",['how many seasons has greys anatomy been on tv'],<Td> 14,<Td> 14,<Td> 14,<Td> 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4309,['Google Drive'],['which technology is being used in creating a document on google drive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4310,['Silent Witness'],['how did leo dalton die in silent witness'],killed in an explosion,killed in an explosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4311,['Francisco Vázquez de Coronado'],['what was the elevation of the land where coronado crossed the rio grande'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4312,['Bubonic plague'],['when was a cure for bubonic plague found'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4313,['Public sector'],['public companies are part of what economic sector'],The public sector,The public sector ( also called the state sector ),<P> The public sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4314,['Twelfth Amendment to the United States Constitution'],['who was vice president and president without being elected by the electoral college'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4315,['List of countries by oil production'],['how much more oil does saudi arabia have than canada'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4316,['Jeff East'],['who played young clark kent in 1978 superman'],<P> Jeff East,<P> Jeff East,<P> Jeff East,<P> Jeff East,<P> Jeff East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4317,['Abanindranath Tagore'],['who formed the indian society of oriental art'],<P> Abanindranath Tagore,<P> Abanindranath Tagore,<P> Abanindranath Tagore,<P> Abanindranath Tagore,<P> Abanindranath Tagore CIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4318,['The Ranch (TV series)'],['where do they film the ranch on netflix'],"filmed on a sound stage in front of a live audience in Burbank , California","filmed on a sound stage in front of a live audience in Burbank , California","filmed on a sound stage in front of a live audience in Burbank , California","filmed on a sound stage in front of a live audience in Burbank , California","filmed on a sound stage in front of a live audience in Burbank , California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4319,['History of botany'],['who discovered that plants were made of cells'],of Parashara,of Parashara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4320,['The Suite Life of Zack & Cody'],['when was the suite life of zack and cody made'],"<Td colspan=""1""> March 18 , 2005","<Td> September 1 , 2008","<Td> March 18 , 2005 ( 2005 - 03 - 18 ) -- September 1 , 2008","<Td> March 18 , 2005 ( 2005 - 03 - 18 ) -- September 1 , 2008",", 2005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4321,['List of current heads of state and government'],['current president of all countries in the world'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4322,['Cadillac Mountain'],['where does the sun hit the us first'],to the summit of Cadillac Mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4323,['The Interesting Narrative of the Life of Olaudah Equiano'],['olaudah equiano the interesting narrative of the life summary'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4324,['Flag of Hungary'],"[""who's flag is red white and green""]",of Hungary,of Hungary,of Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4325,['Jessalyn Gilsig'],"[""who plays the earl's wife in vikings""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4326,['List of countries with left-hand traffic'],['does australia drive on the right side of the road'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO NO NO NONE NONE
4327,['The New Day (wrestling)'],['when did the new day win the tag team titles'],the 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4328,['Blue law'],['when do liquor stores close on sunday in minnesota'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4329,['If She Knew What She Wants'],['who wrote if she knew what she wants'],<Td> Jules Shear,by Jules Shear,by Jules Shear,by Jules Shear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4330,['List of Attack on Titan episodes'],['when does levi first appear in attack on titan'],"<Td> `` Whereabouts of His Left Arm : The Struggle for Trost , Part 5 ''","`` Whereabouts of His Left Arm : The Struggle for Trost , Part 5","`` Whereabouts of His Left Arm : The Struggle for Trost , Part 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4331,['Tavarez'],['where does the last name tavarez come from'],a Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4332,['The Coca-Cola Company'],['is coca cola a public or private company'],<Td> Public,<Td> Public,<Td> Public,<Td> Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4333,['Abilene paradox'],['the abilene paradox the management of agreement summary'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4334,['Social programs in the United States'],['universal social services are provided to members of society based on their income or means'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NO NONE
4335,['The Greatest Showman'],['who wrote from now on from the greatest showman'],<Li> Joseph Trapanese,<Li> John Debney,<P> Benj Pasek and Justin Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4336,['White Wedding (song)'],['who sang nice day for a white wedding'],by Billy Idol,by Billy Idol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4337,['Ministry of Corporate Affairs'],['who is the authority or governing body of mca'],an Indian government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4338,['List of War of 1812 Battles'],['what were the battles of the war of 1812'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4339,['List of female Transformers'],['are there any female transformers in the movies'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES YES NONE YES YES
4340,['Speed of sound'],['where does sound travel fastest solid liquid or gas'],in solids,in solids,in solids,in solids,in solids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4341,['Vehicle registration plates of Europe'],['what does aa on a license plate mean'],for cars of the royal family,is reserved for cars of the royal family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4342,['Cluster B personality disorders'],['which of the following is a cluster b personality disorder in the dsm-5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
4343,['Cell nucleus'],['what is the advantage of enclosing dna material in the nucleus'],"provides a site for genetic transcription that is segregated from the location of translation in the cytoplasm , allowing levels of gene regulation that are not available to prokaryotes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE NONE NONE NONE NONE
